id,host_id,neighbourhood_cleansed,latitude,longitude,host_since,price,price_category,price_per_person,room_type,property_type,accommodates,host_total_listings_count,host_professional,host_scope,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_is_superhost,estimated_revenue_l365d,estimated_occupancy_l365d
1121439681565285826,431977102,Ariany,39.6578486250143,3.13590946462736,2021-11-15,10000.0,Ultra Luxury,2000.0,Entire home/apt,Entire rental unit,5,931.0,True,Global,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.14,f,0.0,0
1121514601408392396,11810390,Capdepera,39.71924,3.46491,2014-01-31,108.0,Mid-range,54.0,Entire home/apt,Entire rental unit,2,181.0,True,Mixed,13,4.77,4.85,4.85,5.0,5.0,5.0,4.69,0.73,f,5184.0,48
1121520080371878550,569190728,Alcúdia,39.84531,3.10814,2024-03-27,646.0,Luxury,80.75,Entire home/apt,Entire villa,8,1.0,False,Local,1,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,f,3876.0,6
1121525855446884062,569191227,Alcúdia,39.82206,3.11497,2024-03-27,618.0,Luxury,77.25,Entire home/apt,Entire villa,8,1.0,False,Local,0,,,,,,,,,f,0.0,0
1121544275803542394,4645996,Felanitx,39.41011,3.26034,2013-01-09,305.0,Premium,50.833333333333336,Entire home/apt,Entire rental unit,6,109.0,True,Mixed,6,4.17,4.5,4.17,4.5,4.5,4.67,3.83,0.4,f,5490.0,18
1121567714255563855,151667939,Manacor,39.51956,3.31403,2017-09-22,171.0,Mid-range,28.5,Entire home/apt,Entire townhouse,6,62.0,True,Mixed,9,4.56,4.67,4.67,4.44,4.78,4.56,4.56,0.55,f,6156.0,36
1121579597777348946,130722130,Petra,39.605455735,3.079267181,2017-05-17,440.0,Luxury,44.0,Entire home/apt,Entire home,10,78.0,True,Mixed,0,,,,,,,,,f,0.0,0
1121584688388980114,559576299,Manacor,39.57512507811154,3.2835225239055488,2024-01-31,9143.0,Ultra Luxury,1523.8333333333333,Entire home/apt,Farm stay,6,671.0,True,Global,8,4.88,5.0,4.75,5.0,5.0,4.88,5.0,0.53,f,164574.0,18
1121592091868345260,245708611,Santa Margalida,39.76363,3.15137,2019-02-27,245.0,Premium,61.25,Entire home/apt,Entire villa,4,139.0,True,Mixed,20,4.85,4.95,5.0,4.9,4.7,4.75,4.6,1.44,f,24990.0,102
1121595740916044020,559576299,Artà,39.67845638249119,3.333958471080756,2024-01-31,9143.0,Ultra Luxury,2285.75,Entire home/apt,Entire home,4,671.0,True,Global,9,4.89,4.67,5.0,4.78,4.89,4.56,4.67,0.66,f,384006.0,42
1121596687363798080,122491844,Alcúdia,39.84021,3.16018,2017-03-25,220.0,Premium,36.666666666666664,Entire home/apt,Entire villa,6,288.0,True,Mixed,15,4.4,4.47,4.07,4.87,4.53,4.8,4.0,0.87,f,10560.0,48
1121646173447896467,513950614,Manacor,39.47740552234672,3.25149916773682,2023-05-09,217.0,Premium,27.125,Entire home/apt,Entire home,8,3.0,False,Local,24,4.88,4.79,4.75,4.92,4.96,4.38,4.79,1.49,f,17360.0,80
1121732368912228293,559576299,Algaida,39.57764180582853,2.8573026554964365,2024-01-31,395.0,Premium,49.375,Entire home/apt,Entire villa,8,671.0,True,Global,4,3.75,4.0,3.5,4.0,4.0,3.5,3.75,0.26,f,7110.0,18
1121751784673850782,56029758,Ses Salines,39.31744,2.98705,2016-01-25,143.0,Mid-range,35.75,Entire home/apt,Entire rental unit,4,5.0,True,Mixed,5,5.0,5.0,5.0,5.0,5.0,4.6,5.0,0.32,t,4576.0,32
1121769569445476502,56029758,Ses Salines,39.3168375,2.9878534,2016-01-25,131.0,Mid-range,32.75,Entire home/apt,Entire rental unit,4,5.0,True,Mixed,5,4.8,5.0,4.2,5.0,5.0,4.6,4.4,0.32,t,1048.0,8
1122449564420086524,569403783,Muro,39.80977,3.11687,2024-03-28,467.0,Luxury,93.4,Entire home/apt,Entire villa,5,1.0,False,Local,0,,,,,,,,,f,0.0,0
1122460900594349180,569407599,Santa Margalida,39.74308,3.11303,2024-03-28,440.0,Luxury,110.0,Entire home/apt,Entire villa,4,1.0,False,Local,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,f,2640.0,6
1122588360190559778,45336606,Palma de Mallorca,39.56862,2.65774,2015-09-29,59.0,Budget,29.5,Private room,Private room in rental unit,2,13.0,True,Local,67,4.3,4.6,4.36,4.79,4.76,4.57,4.31,3.98,f,15045.0,255
1122597268195023982,461058602,Santanyí,39.37544,3.23089,2022-05-26,67.0,Budget,67.0,Private room,Room in hotel,1,3.0,False,Local,14,4.71,4.79,4.5,4.93,4.86,4.86,4.71,0.8,t,2010.0,30
1122602034439703620,461058602,Santanyí,39.37558,3.23113,2022-05-26,125.0,Mid-range,62.5,Private room,Room in hotel,2,3.0,False,Local,4,4.25,4.25,4.5,5.0,4.75,5.0,4.0,0.23,t,750.0,6
1122889178571877204,544263779,Alcúdia,39.84431,3.072,2023-10-31,10000.0,Ultra Luxury,833.3333333333334,Entire home/apt,Entire villa,12,872.0,True,Global,0,,,,,,,,,f,0.0,0
1123216829239413022,569574180,Santanyí,39.33928,3.09395,2024-03-29,268.0,Premium,44.666666666666664,Entire home/apt,Entire home,6,1.0,False,Local,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,f,3216.0,12
1123736747674715579,569681035,Pollença,39.90671,3.08206,2024-03-30,230.0,Premium,57.5,Entire home/apt,Entire rental unit,4,1.0,False,Local,21,4.62,4.67,4.67,4.9,4.95,4.95,4.57,1.38,f,20240.0,88
1123794946125780928,104346464,Palma de Mallorca,39.58449,2.66061,2016-11-19,119.0,Mid-range,59.5,Private room,Private room in bed and breakfast,2,1.0,False,Local,72,4.85,4.68,4.96,4.89,4.94,4.54,4.63,4.17,t,29274.0,246
1124342094514326535,45500462,Calvià,39.5348383,2.5791129,2015-10-01,1000.0,Luxury,125.0,Entire home/apt,Entire home,8,33.0,True,Mixed,0,,,,,,,,,t,0.0,0
1125112963973525786,270230553,Manacor,39.587,3.19862,2019-06-21,1084.0,Ultra Luxury,90.33333333333333,Entire home/apt,Entire villa,12,2038.0,True,Global,0,,,,,,,,,f,0.0,0
1125144844040593915,569980812,Manacor,39.450004484780784,3.2689286782958904,2024-04-01,249.0,Premium,62.25,Entire home/apt,Entire home,4,1.0,False,Local,0,,,,,,,,,f,0.0,0
1125194904032430646,4717075,Manacor,39.59718,3.18862,2013-01-15,428.0,Luxury,71.33333333333333,Entire home/apt,Entire home,6,61.0,True,Mixed,0,,,,,,,,,t,0.0,0
1125444679685492156,49501915,Pollença,39.855187778021126,3.011026299867251,2015-11-20,628.0,Luxury,78.5,Entire home/apt,Entire home,8,211.0,True,Mixed,0,,,,,,,,,f,0.0,0
1125473552204577367,519568106,Palma de Mallorca,39.55112,2.61165,2023-06-12,120.0,Mid-range,60.0,Entire home/apt,Entire rental unit,2,2.0,False,Local,38,4.95,4.95,4.97,4.95,5.0,4.79,4.71,2.21,f,30600.0,255
1125854030245104746,47688809,Santanyí,39.31792,3.1258,2015-10-29,190.0,Mid-range,47.5,Entire home/apt,Entire home,4,36.0,True,Local,13,4.62,4.69,4.38,4.62,4.69,4.54,4.0,0.79,f,10260.0,54
1125873422196051053,570169769,Palma de Mallorca,39.5666374,2.6289322,2024-04-02,510.0,Luxury,127.5,Entire home/apt,Entire rental unit,4,1.0,False,Local,28,4.93,5.0,4.93,4.96,4.93,4.86,4.71,1.6,t,58140.0,114
1126580425459941765,4717075,Santa Margalida,39.75924,3.1679,2013-01-15,257.0,Premium,64.25,Entire home/apt,Entire rental unit,4,61.0,True,Mixed,0,,,,,,,,,t,0.0,0
1126650067213432919,7245955,Pollença,39.875402,3.0423948,2013-07-02,177.0,Mid-range,29.5,Entire home/apt,Entire villa,6,44.0,True,Mixed,7,4.29,4.71,4.43,4.86,4.43,4.57,4.43,0.48,t,6372.0,36
1126674970570501734,100507004,Fornalutx,39.78188,2.74109,2016-10-20,209.0,Premium,34.833333333333336,Entire home/apt,Entire home,6,53.0,True,Mixed,10,4.6,4.6,4.3,4.8,5.0,4.6,4.4,0.6,f,10450.0,50
1126715897837124318,570369506,Alaró,39.7059007,2.7887262,2024-04-03,215.0,Premium,107.5,Private room,Room in hotel,2,1.0,False,Local,4,5.0,5.0,4.75,4.0,5.0,5.0,4.75,0.27,f,0.0,0
1126729866091405734,548842034,Deyá,39.74906,2.64933,2023-11-30,381.0,Premium,47.625,Entire home/apt,Entire villa,8,2.0,False,Mixed,23,4.26,4.26,3.96,3.61,3.61,4.78,4.17,1.46,f,41148.0,108
1127276739675959621,189406477,Llucmajor,39.50162,2.75573,2018-05-13,76.0,Budget,19.0,Entire home/apt,Entire rental unit,4,61.0,True,Mixed,0,,,,,,,,,f,0.0,0
1127285678605526259,189406477,Campos,39.36714,3.02044,2018-05-13,109.0,Mid-range,27.25,Entire home/apt,Entire home,4,61.0,True,Mixed,2,1.5,2.0,2.5,3.0,2.0,4.0,1.0,0.17,f,9156.0,84
1127298267892938624,570519715,Muro,39.79775,3.12127,2024-04-04,139.0,Mid-range,23.166666666666668,Entire home/apt,Entire rental unit,6,1.0,False,Local,18,4.39,4.67,4.5,4.72,4.5,4.67,4.11,1.04,f,5838.0,42
1127339002191729782,252522361,Pollença,39.90944,3.08562,2019-04-01,200.0,Mid-range,50.0,Entire home/apt,Entire rental unit,4,2.0,False,Mixed,17,4.53,4.65,4.35,4.24,4.53,5.0,4.47,0.99,f,22000.0,110
1127413497897678744,24926928,Pollença,39.88716,3.01733,2014-12-17,207.0,Premium,51.75,Entire home/apt,Entire villa,4,201.0,True,Global,1,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0.08,f,1242.0,6
1127474971436190977,570556288,Llubí,39.70137,3.00585,2024-04-04,206.0,Premium,25.75,Entire home/apt,Entire home,8,1.0,False,Local,4,4.5,4.5,4.5,4.5,4.25,4.25,4.25,0.25,f,2472.0,12
1127490785402653662,570565248,Palma de Mallorca,39.61821,2.64883,2024-04-04,647.0,Luxury,58.81818181818182,Entire home/apt,Entire villa,11,1.0,False,Local,1,4.0,4.0,5.0,5.0,5.0,5.0,3.0,0.06,f,0.0,0
1127496369454288761,570566505,Búger,39.75909,2.97478,2024-04-04,243.0,Premium,60.75,Entire home/apt,Entire villa,4,1.0,False,Local,1,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.09,f,1458.0,6
1127646385245226394,570615295,Palma de Mallorca,39.53531,2.71404,2024-04-04,433.0,Luxury,54.125,Entire home/apt,Entire home,8,1.0,False,Local,32,4.97,4.94,4.91,5.0,4.94,4.84,4.91,1.85,t,38970.0,90
1127781370354364007,57809430,Maria de la Salut,39.66454,3.07283,2016-02-07,1200.0,Ultra Luxury,120.0,Entire home/apt,Entire home,10,1.0,False,Local,4,5.0,5.0,4.75,5.0,5.0,5.0,5.0,0.32,f,24000.0,20
1128017371578822305,570690937,Inca,39.73476,2.92691,2024-04-05,423.0,Luxury,52.875,Entire home/apt,Entire villa,8,1.0,False,Local,0,,,,,,,,,f,0.0,0
1128135545250217074,559576299,Sencelles,39.65122586358442,2.849580174274462,2024-01-31,9143.0,Ultra Luxury,1523.8333333333333,Entire home/apt,Entire home,6,671.0,True,Global,10,4.8,4.8,4.7,5.0,5.0,5.0,4.5,0.62,f,438864.0,48
1128335482433107451,124723771,Capdepera,39.647064,3.430145,2017-04-07,250.0,Premium,31.25,Entire home/apt,Entire home,8,1.0,False,Local,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,f,2000.0,8
1128483011201808964,75599682,Sóller,39.7752,2.68399,2016-06-03,600.0,Luxury,300.0,Entire home/apt,Entire home,2,2.0,False,Local,20,4.95,5.0,4.95,4.5,4.95,4.9,4.85,1.34,t,76800.0,128
1128697257948731452,107259109,Manacor,39.525978,3.323463,2016-12-14,202.0,Premium,33.666666666666664,Entire home/apt,Entire home,6,117.0,True,Mixed,12,4.33,4.42,3.83,4.83,4.33,4.75,4.08,0.72,f,6060.0,30
1128888263699908641,82996445,Calvià,39.50892,2.53411,2016-07-11,49.0,Budget,12.25,Entire home/apt,Entire rental unit,4,1.0,False,Local,5,4.8,4.8,4.4,5.0,4.4,4.4,4.8,0.36,t,8820.0,180
1128896643158708317,65697804,Capdepera,39.68179,3.40536,2016-04-04,124.0,Mid-range,31.0,Entire home/apt,Entire rental unit,4,512.0,True,Mixed,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12,f,744.0,6
1128896796589952947,570872764,Santanyí,39.36446,3.2207,2024-04-06,131.0,Mid-range,65.5,Entire home/apt,Entire rental unit,2,3.0,False,Local,8,4.75,4.75,4.75,4.75,4.63,4.75,4.5,0.51,t,4716.0,36
1128917953235239894,570885772,Alcúdia,39.84192,3.13522,2024-04-06,201.0,Premium,50.25,Entire home/apt,Entire rental unit,4,1.0,False,Local,0,,,,,,,,,f,0.0,0
1129005752658678284,357235863,Ariany,39.657824,3.137929,2020-07-19,9999.0,Ultra Luxury,1249.875,Entire home/apt,Entire home,8,325.0,True,Global,1,5.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0,f,59994.0,6
1129011532697312870,154047241,Sineu,39.656952,3.038025,2017-10-10,9999.0,Ultra Luxury,1666.5,Entire home/apt,Entire home,6,89.0,True,Global,4,4.5,5.0,4.75,4.75,4.5,3.75,4.75,0.28,f,179982.0,18
1129382766941427865,432584184,Pollença,39.866174,3.046625,2021-11-19,9000.0,Ultra Luxury,1500.0,Entire home/apt,Entire villa,6,973.0,True,Global,1,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0.07,f,0.0,0
1129541907098842066,522573421,Palma de Mallorca,39.5732,2.66364,2023-06-28,104.0,Mid-range,52.0,Private room,Private room in rental unit,2,1.0,False,Local,81,4.68,4.8,4.69,4.88,4.91,4.69,4.57,4.62,f,26520.0,255
1130107039312719907,432584184,Marratxí,39.6220536,2.7341643,2021-11-19,9000.0,Ultra Luxury,1125.0,Entire home/apt,Entire villa,8,973.0,True,Global,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.13,f,54000.0,6
1130197317555558397,499322846,Capdepera,39.71774326320732,3.4566499030410824,2023-02-03,90.0,Budget,30.0,Entire home/apt,Entire rental unit,3,5.0,True,Mixed,47,3.55,3.55,3.47,4.38,4.06,4.36,3.53,2.85,f,22680.0,252
1130204218062409340,65697804,Capdepera,39.680651905982,3.4039939987061,2016-04-04,181.0,Mid-range,30.166666666666668,Entire home/apt,Entire villa,6,512.0,True,Mixed,0,,,,,,,,,f,0.0,0
1130211196018767178,499322846,Capdepera,39.71661,3.45579,2023-02-03,90.0,Budget,18.0,Entire home/apt,Entire rental unit,5,5.0,True,Mixed,66,3.94,3.97,3.86,4.52,4.05,4.59,4.03,3.82,f,22140.0,246
1130340869214687066,489827065,Selva,39.736303595067895,2.8806227762573267,2022-12-01,635.0,Luxury,105.83333333333333,Entire home/apt,Entire villa,6,14.0,True,Local,43,5.0,4.98,4.95,4.98,5.0,4.86,4.95,2.51,t,102870.0,162
1130380085472255681,571231347,Alcúdia,39.83943,3.11933,2024-04-08,126.0,Mid-range,63.0,Entire home/apt,Entire rental unit,2,1.0,False,Local,2,4.0,5.0,5.0,5.0,5.0,4.0,4.5,0.19,f,1512.0,12
1130402168482970401,65697804,Artà,39.733576,3.258646,2016-04-04,183.0,Mid-range,45.75,Entire home/apt,Entire home,4,512.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,f,0.0,0
1130469738150458381,513244754,Petra,39.59388140178211,3.0932759379679453,2023-05-05,9143.0,Ultra Luxury,3047.6666666666665,Entire home/apt,Entire rental unit,3,376.0,True,Global,7,4.29,4.29,3.71,3.71,4.29,4.57,3.71,0.41,f,164574.0,18
1130544785313203895,5547903,Ses Salines,39.35928,3.08003,2013-03-20,540.0,Luxury,67.5,Entire home/apt,Entire home,8,4.0,True,Global,0,,,,,,,,,f,0.0,0
1130613063307367879,75599682,Sóller,39.76816,2.69088,2016-06-03,495.0,Luxury,123.75,Entire home/apt,Entire home,4,2.0,False,Local,2,5.0,5.0,4.0,4.0,5.0,4.5,4.5,0.16,t,0.0,0
1130861707757775856,482664742,Vilafranc de Bonany,39.5704027,3.0838221,2022-10-07,9143.0,Ultra Luxury,2285.75,Entire home/apt,Entire villa,4,974.0,True,Global,0,,,,,,,,,f,0.0,0
1130915294582318167,6345393,Calvià,39.53571,2.57014,2013-05-12,2076.0,Ultra Luxury,207.6,Entire home/apt,Entire home,10,46.0,True,Global,0,,,,,,,,,f,0.0,0
1130960909408804821,275508973,Son Servera,39.62787,3.39264,2019-07-12,300.0,Premium,50.0,Entire home/apt,Entire home,6,28.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.27,t,3000.0,10
1130977803397020409,173328477,Pollença,39.89886,3.07213,2018-02-14,750.0,Luxury,93.75,Entire home/apt,Entire villa,8,164.0,True,Mixed,0,,,,,,,,,f,0.0,0
1130998412452236911,6345393,Palma de Mallorca,39.56505,2.60318,2013-05-12,350.0,Premium,87.5,Entire home/apt,Entire home,4,46.0,True,Global,0,,,,,,,,,f,0.0,0
1131064653759135194,80839530,Llucmajor,39.49329,2.89285,2016-06-30,462.0,Luxury,57.75,Entire home/apt,Entire villa,8,2769.0,True,Global,7,4.86,4.71,4.71,4.71,4.86,4.71,5.0,0.49,f,32340.0,70
1131080563436852340,472062372,Calvià,39.51532,2.48567,2022-07-28,109.0,Mid-range,54.5,Private room,Private room in bed and breakfast,2,6.0,True,Mixed,14,3.79,4.0,4.14,4.86,4.43,4.21,3.86,0.86,f,4578.0,42
1131111142753219510,423926411,Campos,39.37318997454583,2.9403854735412427,2021-09-20,250.0,Premium,41.666666666666664,Entire home/apt,Entire home,6,19.0,True,Mixed,13,4.92,5.0,4.85,5.0,5.0,4.92,4.92,0.91,f,30000.0,120
1131249221370691118,302239031,Palma de Mallorca,39.56855,2.65217,2019-10-14,60.0,Budget,60.0,Private room,Private room in rental unit,1,2.0,False,Local,132,4.91,4.92,4.96,4.89,4.97,4.96,4.77,7.53,t,15300.0,255
1131629299684218346,12794795,Santanyí,39.335657,3.1328011,2014-03-04,172.0,Mid-range,28.666666666666668,Entire home/apt,Entire home,6,33.0,True,Mixed,15,4.87,4.87,4.8,5.0,5.0,4.8,4.93,0.99,t,13416.0,78
1132317233067570723,80636743,Campanet,39.766402,2.958288,2016-06-29,345.0,Premium,43.125,Entire home/apt,Entire cottage,8,313.0,True,Mixed,23,4.96,4.83,4.91,4.83,4.87,4.7,4.7,1.36,t,31050.0,90
1132352249633625714,80839530,Felanitx,39.41658,3.24801,2016-06-30,150.0,Mid-range,25.0,Entire home/apt,Entire villa,6,2769.0,True,Global,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,f,0.0,0
1132381617943580351,4645996,Manacor,39.51201,3.17701,2013-01-09,283.0,Premium,47.166666666666664,Entire home/apt,Entire home,6,109.0,True,Mixed,0,,,,,,,,,f,0.0,0
1132423858532775695,571723218,Santa Margalida,39.7043768,3.105202100000001,2024-04-11,192.0,Mid-range,96.0,Private room,Room in hotel,2,4.0,True,Local,44,4.8,4.82,4.91,4.95,4.75,4.27,4.8,2.67,f,36864.0,192
1132424220063373830,571723218,Santa Margalida,39.7043768,3.105202100000001,2024-04-11,192.0,Mid-range,96.0,Private room,Room in hotel,2,4.0,True,Local,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.55,f,2304.0,12
1132424332025940679,571723218,Santa Margalida,39.70438,3.1052,2024-04-11,221.0,Premium,110.5,Private room,Room in hotel,2,4.0,True,Local,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,f,1326.0,6
1132424432403179724,571723218,Santa Margalida,39.70438,3.1052,2024-04-11,215.0,Premium,107.5,Private room,Room in hotel,2,4.0,True,Local,13,4.69,4.85,5.0,4.85,4.77,4.38,4.62,0.82,f,3870.0,18
1132643325646590788,482664742,Manacor,39.50459877125741,3.2141236585562174,2022-10-07,9000.0,Ultra Luxury,4500.0,Entire home/apt,Entire home,2,974.0,True,Global,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.21,f,54000.0,6
1132643478829840695,544263779,Felanitx,39.382409,3.23813,2023-10-31,10000.0,Ultra Luxury,1666.6666666666667,Entire home/apt,Entire rental unit,6,872.0,True,Global,15,4.67,4.87,4.87,4.67,4.73,4.87,4.8,1.17,f,840000.0,84
1133116893776325180,156144596,Alcúdia,39.86111,3.11245,2017-10-25,444.0,Luxury,55.5,Entire home/apt,Entire villa,8,238.0,True,Mixed,7,4.71,4.29,4.0,4.57,4.14,4.57,4.29,0.45,f,15984.0,36
1133368580164574627,469211146,Santa Margalida,39.7126663044941,3.10300712326708,2022-07-13,9000.0,Ultra Luxury,1500.0,Entire home/apt,Entire home,6,1096.0,True,Global,2,5.0,3.5,5.0,4.5,4.0,5.0,5.0,0.13,f,0.0,0
1133777983469950480,107259109,Vilafranc de Bonany,39.566823,3.136724,2016-12-14,252.0,Premium,31.5,Entire home/apt,Entire home,8,117.0,True,Mixed,0,,,,,,,,,f,0.0,0
1134714032954665860,3699981,Santa María del Camí,39.63734,2.79066,2012-09-28,76.0,Budget,38.0,Entire home/apt,Tiny home,2,3.0,False,Mixed,48,4.63,4.71,4.46,4.81,4.94,4.69,4.44,2.94,f,19380.0,255
1135180057703065051,549699849,Ses Salines,39.3165656,2.9914246,2023-12-06,10000.0,Ultra Luxury,2500.0,Entire home/apt,Entire rental unit,4,465.0,True,Global,12,4.25,4.67,4.5,4.58,4.33,4.92,4.33,0.77,f,600000.0,60
1135180255106292702,549699849,Ses Salines,39.3165656,2.9914246,2023-12-06,122.0,Mid-range,30.5,Entire home/apt,Entire rental unit,4,465.0,True,Global,13,4.0,4.54,4.54,4.46,4.38,4.62,4.08,2.32,f,9516.0,78
1135272148764040509,76875955,Pollença,39.88809,3.02334,2016-06-10,247.0,Premium,61.75,Entire home/apt,Entire villa,4,401.0,True,Mixed,0,,,,,,,,,f,0.0,0
1135499343437005073,57101928,Palma de Mallorca,39.56639006707193,2.658478450081975,2016-02-02,107.0,Mid-range,53.5,Private room,Private room in rental unit,2,42.0,True,Global,68,4.85,4.79,4.99,4.79,4.91,4.88,4.71,3.92,f,23112.0,216
1135915690274966814,9321406,Deyá,39.76129,2.63902,2013-10-09,2117.0,Ultra Luxury,264.625,Entire home/apt,Entire villa,8,38.0,True,Mixed,0,,,,,,,,,t,0.0,0
1135929540546092646,113967804,Ses Salines,39.33893,3.04693,2017-01-30,365.0,Premium,73.0,Entire home/apt,Entire home,5,25.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,,0.0,0
1136114514563054794,560450553,Felanitx,39.380242885464014,3.238928395770251,2024-02-05,137.0,Mid-range,45.666666666666664,Entire home/apt,Entire rental unit,3,6.0,True,Local,3,4.33,5.0,4.33,4.33,4.0,5.0,4.0,0.21,f,2192.0,16
1136121480249914983,572608569,Manacor,39.466076,3.2796813,2024-04-16,157.0,Mid-range,39.25,Entire home/apt,Entire home,4,1.0,False,Local,14,4.43,4.64,4.64,5.0,4.86,4.43,4.36,0.93,f,13188.0,84
1136170265774243688,560450553,Felanitx,39.38025947122121,3.2388854804260125,2024-02-05,219.0,Premium,43.8,Entire home/apt,Entire rental unit,5,6.0,True,Local,4,4.0,3.75,4.25,4.5,5.0,5.0,4.25,0.28,f,3504.0,16
1136186111633104816,559576299,Muro,39.75093824866613,3.092855627571347,2024-01-31,10000.0,Ultra Luxury,1666.6666666666667,Entire home/apt,Entire villa,6,671.0,True,Global,2,5.0,5.0,5.0,4.5,5.0,5.0,4.5,0.16,f,60000.0,6
1136231402936151834,93604885,Llucmajor,39.47461,2.75639,2016-09-05,468.0,Luxury,78.0,Entire home/apt,Entire home,6,4.0,True,Mixed,7,5.0,5.0,5.0,4.86,4.86,4.57,4.86,0.48,t,18720.0,40
1136278234364475117,46559576,Santa Margalida,39.76837,3.15166,2015-10-14,179.0,Mid-range,35.8,Entire home/apt,Entire rental unit,5,9.0,True,Mixed,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0.14,f,0.0,0
1136629744555098386,482664742,Capdepera,39.658598,3.439058,2022-10-07,10000.0,Ultra Luxury,2000.0,Entire home/apt,Entire rental unit,5,974.0,True,Global,4,4.5,4.75,5.0,5.0,4.5,4.75,4.25,0.31,f,180000.0,18
1136629944822403031,549699849,Artà,39.688695804868985,3.359780846557596,2023-12-06,320.0,Premium,53.333333333333336,Entire home/apt,Entire villa,6,465.0,True,Global,0,,,,,,,,,f,0.0,0
1136699298610918910,121025720,Deyá,39.75867320403321,2.643217188465181,2017-03-16,455.0,Luxury,91.0,Entire home/apt,Entire home,5,5.0,True,Mixed,9,5.0,5.0,5.0,5.0,5.0,4.89,5.0,0.64,f,18200.0,40
1136785891620207307,100756477,Pollença,39.87626,3.01618,2016-10-22,353.0,Premium,44.125,Entire home/apt,Entire townhouse,8,12.0,True,Global,0,,,,,,,,,f,0.0,0
1137640369474406583,325883849,Alcúdia,39.85198,3.12156,2020-01-09,195.0,Mid-range,39.0,Entire home/apt,Entire home,5,39.0,True,Global,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.2,f,2340.0,12
1137688662578526013,56009594,Bunyola,39.69928,2.69432,2016-01-25,174.0,Mid-range,87.0,Entire home/apt,Entire guesthouse,2,14.0,True,Global,46,4.72,4.72,4.8,4.89,4.89,4.8,4.33,2.7,,26100.0,150
1137694067988495278,376243856,Pollença,39.89706,3.04741,2020-11-19,1463.0,Ultra Luxury,121.91666666666667,Entire home/apt,Entire cottage,12,86.0,True,Global,0,,,,,,,,,f,0.0,0
1137717003932364208,513244754,Sant Llorenç des Cardassar,39.5806652,3.365915,2023-05-05,9000.0,Ultra Luxury,1500.0,Entire home/apt,Entire villa,6,376.0,True,Global,0,,,,,,,,,f,0.0,0
1138206283455111321,2429467,Algaida,39.56171567264043,2.912477270928058,2012-05-21,1000.0,Luxury,100.0,Entire home/apt,Earthen home,10,13.0,True,Global,0,,,,,,,,,f,0.0,0
1138322502824481053,500129944,Pollença,39.8968267,3.0784005,2023-02-08,267.0,Premium,133.5,Private room,Room in aparthotel,2,10.0,True,Local,0,,,,,,,,,f,0.0,0
1138356900999843732,534449626,Marratxí,39.64302,2.75626,2023-08-29,315.0,Premium,52.5,Entire home/apt,Entire home,6,7.0,True,Mixed,0,,,,,,,,,f,0.0,0
1138403005663105871,500129944,Pollença,39.8968267,3.0784005,2023-02-08,315.0,Premium,157.5,Private room,Room in aparthotel,2,10.0,True,Local,0,,,,,,,,,f,0.0,0
1138441574224174034,482664742,Campos,39.37287,2.98728,2022-10-07,10000.0,Ultra Luxury,1250.0,Entire home/apt,Entire villa,8,974.0,True,Global,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.37,f,60000.0,6
1138485875478043606,572416523,Sa Pobla,39.8128735377858,3.0225330724914423,2024-04-15,378.0,Premium,47.25,Entire home/apt,Entire home,8,1.0,False,Local,14,4.93,5.0,4.71,4.93,5.0,4.57,4.93,0.91,t,18144.0,48
1138720928114025304,153915616,Alcúdia,39.86155,3.14316,2017-10-09,9999.0,Ultra Luxury,1249.875,Entire home/apt,Entire home,8,432.0,True,Global,1,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.07,f,0.0,0
1139028290982008874,500129944,Pollença,39.8968267,3.0784005,2023-02-08,371.0,Premium,185.5,Private room,Private room in rental unit,2,10.0,True,Local,0,,,,,,,,,f,0.0,0
