id,host_id,neighbourhood_cleansed,latitude,longitude,host_since,price,price_category,price_per_person,room_type,property_type,accommodates,host_total_listings_count,host_professional,host_scope,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_is_superhost,estimated_revenue_l365d,estimated_occupancy_l365d
21819667,106497423,Alcúdia,39.82897,3.07597,2016-12-07,323.0,Premium,53.833333333333336,Entire home/apt,Entire cottage,6,1.0,False,Local,34,4.88,4.82,4.76,4.94,4.94,4.85,4.76,0.39,t,51680.0,160
21821450,142978193,Alcúdia,39.8346555,3.1198703000000023,2017-07-28,10000.0,Ultra Luxury,1250.0,Entire home/apt,Entire home,8,437.0,True,Global,38,4.63,4.74,4.71,4.97,4.87,4.92,4.55,0.42,f,360000.0,36
21843328,40506914,Pollença,39.87847,3.01304,2015-08-04,472.0,Luxury,78.66666666666667,Entire home/apt,Entire home,6,29.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,t,0.0,0
21845546,40506914,Pollença,39.88144,3.01274,2015-08-04,820.0,Luxury,136.66666666666666,Entire home/apt,Entire villa,6,29.0,True,Mixed,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,t,0.0,0
21860526,76875955,Muro,39.80885,3.11666,2016-06-10,365.0,Premium,45.625,Entire home/apt,Entire home,8,401.0,True,Mixed,19,5.0,5.0,4.84,4.84,4.74,4.84,4.63,0.24,f,13140.0,36
21864015,157010619,Pollença,39.89101,3.03001,2017-11-01,314.0,Premium,52.333333333333336,Entire home/apt,Entire cottage,6,3.0,False,Mixed,53,4.77,4.83,4.79,4.94,4.98,4.75,4.72,0.59,t,43960.0,140
21870977,40697599,Santanyí,39.36475,3.22276,2015-08-06,280.0,Premium,28.0,Entire home/apt,Entire home,10,7.0,True,Mixed,25,4.44,4.52,4.16,4.84,4.8,4.64,4.32,0.29,f,11200.0,40
21876059,80839530,Alcúdia,39.86292,3.14596,2016-06-30,464.0,Luxury,58.0,Entire home/apt,Entire villa,8,2769.0,True,Global,19,4.68,4.63,4.63,4.79,4.74,4.79,4.68,0.25,f,11136.0,24
21879849,27102715,Palma de Mallorca,39.57335,2.63627,2015-02-02,220.0,Premium,44.0,Entire home/apt,Entire home,5,18.0,True,Mixed,150,4.86,4.89,4.91,4.83,4.9,4.93,4.75,1.59,t,13640.0,62
21888830,159699653,Bunyola,39.68889,2.68322,2017-11-22,480.0,Luxury,60.0,Entire home/apt,Entire home,8,9.0,True,Mixed,30,4.9,4.97,4.87,4.93,5.0,4.63,4.73,0.56,t,14400.0,30
21896090,13894653,Pollença,39.88594,3.02098,2014-04-04,293.0,Premium,29.3,Entire home/apt,Entire villa,10,84.0,True,Local,58,4.72,4.71,4.79,4.91,4.95,4.81,4.64,0.64,f,14064.0,48
21896434,13894653,Campanet,39.77383,2.95347,2014-04-04,170.0,Mid-range,21.25,Entire home/apt,Entire villa,8,84.0,True,Local,38,4.89,4.89,4.79,4.92,4.95,4.79,4.89,0.42,f,4080.0,24
21905007,151667939,Manacor,39.54203,3.33483,2017-09-22,126.0,Mid-range,21.0,Entire home/apt,Entire home,6,62.0,True,Mixed,20,4.75,4.7,4.5,4.5,4.6,4.95,4.5,0.28,f,6048.0,48
21906469,79226125,Porreres,39.51062,2.98592,2016-06-22,374.0,Premium,41.55555555555556,Entire home/apt,Entire villa,9,41.0,True,Local,25,4.88,5.0,4.84,4.92,5.0,4.6,4.72,0.28,t,4488.0,12
21908136,79226125,Porreres,39.52089,3.03943,2016-06-22,253.0,Premium,42.166666666666664,Entire home/apt,Entire villa,6,41.0,True,Local,30,4.93,4.97,4.77,4.97,5.0,4.6,4.87,0.33,t,7590.0,30
21911295,154046886,Muro,39.76955,3.08098,2017-10-10,9999.0,Ultra Luxury,1999.8,Entire home/apt,Entire home,5,159.0,True,Global,15,5.0,5.0,4.93,4.8,4.93,4.87,4.73,0.59,f,479952.0,48
21911297,154046886,Fornalutx,39.783457,2.742188,2017-10-10,9999.0,Ultra Luxury,1249.875,Entire home/apt,Entire home,8,159.0,True,Global,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.37,f,299970.0,30
21911526,154047241,Sencelles,39.64719,2.8636,2017-10-10,9999.0,Ultra Luxury,2499.75,Entire home/apt,Entire home,4,89.0,True,Global,26,4.85,4.88,4.65,4.69,4.54,4.77,4.73,0.49,f,479952.0,48
21911531,154047241,Muro,39.75933,3.1137738,2017-10-10,9999.0,Ultra Luxury,2499.75,Entire home/apt,Entire home,4,89.0,True,Global,15,4.33,4.33,4.8,4.53,4.07,4.6,4.07,0.17,f,59994.0,6
21911532,154047241,Alcúdia,39.84437,3.12817,2017-10-10,194.0,Mid-range,24.25,Entire home/apt,Entire home,8,89.0,True,Global,29,4.72,4.93,4.69,4.9,4.72,4.86,4.79,0.61,f,19788.0,102
21917592,33963368,Andratx,39.53037,2.38953,2015-05-22,1180.0,Ultra Luxury,118.0,Entire home/apt,Entire villa,10,162.0,True,Global,0,,,,,,,,,f,0.0,0
21918232,33963368,Llucmajor,39.42444,2.75015,2015-05-22,330.0,Premium,55.0,Entire home/apt,Entire home,6,162.0,True,Global,19,4.68,4.74,4.68,4.89,4.95,4.47,4.68,0.31,f,32340.0,98
21918691,13894653,Campanet,39.79415,2.962,2014-04-04,183.0,Mid-range,45.75,Entire home/apt,Entire villa,4,84.0,True,Local,64,4.86,4.88,4.84,4.89,4.92,4.77,4.7,0.7,f,7686.0,42
21922294,142978193,Palma de Mallorca,39.55683,2.6081,2017-07-28,10011.0,Ultra Luxury,3337.0,Entire home/apt,Entire home,3,437.0,True,Global,5,3.2,3.4,3.4,4.8,3.4,4.4,3.0,0.06,f,240264.0,24
21930197,160031913,Palma de Mallorca,39.55948,2.62444,2017-11-25,500.0,Luxury,100.0,Entire home/apt,Entire home,5,1.0,False,Local,48,4.79,4.79,4.92,4.92,4.88,4.69,4.83,0.52,f,20000.0,40
21955911,65726695,Pollença,39.85897,3.05944,2016-04-04,397.0,Premium,39.7,Entire home/apt,Entire villa,10,451.0,True,Global,0,,,,,,,,,f,0.0,0
21956249,13894653,Pollença,39.8742,3.06155,2014-04-04,200.0,Mid-range,40.0,Entire home/apt,Entire villa,5,84.0,True,Local,41,4.78,4.78,4.66,4.83,4.9,4.56,4.51,0.47,f,7200.0,36
21961256,40506914,Manacor,39.58083,3.24405,2015-08-04,1003.0,Ultra Luxury,83.58333333333333,Entire home/apt,Entire villa,12,29.0,True,Mixed,0,,,,,,,,,t,0.0,0
21961500,80636743,Pollença,39.89794,3.02747,2016-06-29,415.0,Luxury,69.16666666666667,Entire home/apt,Entire home,6,313.0,True,Mixed,9,4.67,4.44,4.44,4.56,4.78,4.78,4.0,0.12,t,2490.0,6
21963471,11534712,Sencelles,39.6711,2.92331,2014-01-22,106.0,Mid-range,13.25,Entire home/apt,Entire home,8,47.0,True,Mixed,7,4.71,4.57,4.57,4.71,4.71,4.29,4.43,0.08,t,0.0,0
21972507,80839530,Andratx,39.57111,2.40927,2016-06-30,276.0,Premium,46.0,Entire home/apt,Entire villa,6,2769.0,True,Global,24,3.92,4.21,3.83,4.79,4.75,4.58,4.17,0.27,f,6624.0,24
21972556,80839530,Santa Margalida,39.72964,3.2164,2016-06-30,313.0,Premium,52.166666666666664,Entire home/apt,Entire villa,6,2769.0,True,Global,8,4.38,4.38,4.13,4.88,4.75,4.63,4.25,0.09,f,4382.0,14
21974144,14215653,Felanitx,39.42046,3.24982,2014-04-13,483.0,Luxury,60.375,Entire home/apt,Entire villa,8,83.0,True,Global,16,4.75,4.94,4.94,4.94,4.75,4.94,4.75,0.21,t,27048.0,56
21979181,160465839,Felanitx,39.47643,3.18009,2017-11-28,250.0,Premium,41.666666666666664,Entire home/apt,Entire cottage,6,1.0,False,Local,9,4.89,5.0,4.56,5.0,5.0,5.0,4.78,0.12,f,7000.0,28
21988755,93279794,Alcúdia,39.83747482299805,3.1209559440612797,2016-09-03,175.0,Mid-range,29.166666666666668,Entire home/apt,Entire villa,6,1.0,False,Local,45,4.89,4.93,4.89,4.98,4.98,4.98,4.78,0.51,f,7000.0,40
21990199,65726695,Pollença,39.87589,3.02844,2016-04-04,210.0,Premium,52.5,Entire home/apt,Entire villa,4,451.0,True,Global,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,f,0.0,0
21992578,160585398,Deyá,39.74804,2.64634,2017-11-29,1715.0,Ultra Luxury,285.8333333333333,Entire home/apt,Entire home,6,1.0,False,Local,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,f,0.0,0
21993300,117277192,Pollença,39.88843,3.02726,2017-02-20,116.0,Mid-range,19.333333333333332,Entire home/apt,Entire home,6,82.0,True,Mixed,6,4.67,5.0,5.0,5.0,5.0,4.67,4.5,0.08,f,0.0,0
22008318,65726695,Pollença,39.87175,3.04022,2016-04-04,173.0,Mid-range,43.25,Entire home/apt,Entire villa,4,451.0,True,Global,0,,,,,,,,,f,0.0,0
22008866,156144596,Capdepera,39.69632,3.3944,2017-10-25,397.0,Premium,49.625,Entire home/apt,Entire villa,8,238.0,True,Mixed,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,f,0.0,0
22010953,122491844,Alcúdia,39.85009,3.06989,2017-03-25,147.0,Mid-range,36.75,Entire home/apt,Entire villa,4,288.0,True,Mixed,29,4.21,4.17,3.93,4.52,4.24,4.52,4.1,0.37,f,7938.0,54
22010954,122491844,Pollença,39.85909,3.02338,2017-03-25,172.0,Mid-range,28.666666666666668,Entire home/apt,Entire villa,6,288.0,True,Mixed,39,4.26,4.38,4.49,4.26,4.36,4.64,4.36,0.5,f,4128.0,24
22025486,65726695,Pollença,39.90752,3.0649,2016-04-04,285.0,Premium,47.5,Entire home/apt,Entire villa,6,451.0,True,Global,1,4.0,4.0,5.0,5.0,5.0,4.0,3.0,0.02,f,0.0,0
22029379,142978193,Selva,39.75411150947846,2.909575032076986,2017-07-28,9000.0,Ultra Luxury,1125.0,Entire home/apt,Entire villa,8,437.0,True,Global,1,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.03,f,0.0,0
22031446,81580920,Marratxí,39.64169,2.75227,2016-07-04,324.0,Premium,54.0,Entire home/apt,Entire home,6,172.0,True,Mixed,0,,,,,,,,,f,0.0,0
22071223,65726695,Pollença,39.90632,3.06645,2016-04-04,252.0,Premium,42.0,Entire home/apt,Entire villa,6,451.0,True,Global,2,4.5,5.0,4.5,4.0,5.0,5.0,5.0,0.03,f,0.0,0
22071749,80839530,Inca,39.73966,2.96496,2016-06-30,231.0,Premium,46.2,Entire home/apt,Entire home,5,2769.0,True,Global,18,4.22,4.22,4.17,4.5,4.44,4.56,4.17,0.24,f,8316.0,36
22075924,65726695,Pollença,39.87026,3.03904,2016-04-04,194.0,Mid-range,48.5,Entire home/apt,Entire villa,4,451.0,True,Global,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2,f,1164.0,6
22082718,65726695,Pollença,39.88035,3.00916,2016-04-04,193.0,Mid-range,48.25,Entire home/apt,Entire villa,4,451.0,True,Global,1,4.0,4.0,3.0,5.0,5.0,5.0,3.0,0.06,f,0.0,0
22092361,61966470,Alcúdia,39.83693,3.15067,2016-03-07,576.0,Luxury,72.0,Entire home/apt,Entire villa,8,8.0,True,Mixed,76,4.97,4.96,4.87,5.0,4.99,4.7,4.74,0.83,t,112896.0,196
22094960,65726695,Pollença,39.88619,3.01643,2016-04-04,296.0,Premium,37.0,Entire home/apt,Entire villa,8,451.0,True,Global,0,,,,,,,,,f,0.0,0
22095018,76875955,Búger,39.748161,2.999973,2016-06-10,210.0,Premium,35.0,Entire home/apt,Entire cottage,6,401.0,True,Mixed,0,,,,,,,,,f,0.0,0
22101480,142978193,Pollença,39.9184032,3.0519705000000386,2017-07-28,9000.0,Ultra Luxury,1125.0,Entire home/apt,Entire villa,8,437.0,True,Global,2,4.5,5.0,4.0,5.0,4.5,5.0,4.0,0.02,f,54000.0,6
22113315,161548588,Andratx,39.56461,2.3972,2017-12-06,1018.0,Ultra Luxury,84.83333333333333,Entire home/apt,Entire villa,12,1.0,False,Local,13,4.85,4.85,4.69,4.54,4.85,4.62,4.38,0.15,f,6108.0,6
22141392,4876698,Pollença,39.848706,3.038646,2013-01-28,1060.0,Ultra Luxury,75.71428571428571,Entire home/apt,Entire villa,14,4.0,True,Local,54,4.94,4.94,4.94,4.91,4.96,4.89,4.81,0.61,t,57240.0,54
22199937,2098487,Llubí,39.70518,3.0583,2012-04-09,350.0,Premium,50.0,Entire home/apt,Entire home,7,6.0,True,Local,0,,,,,,,,,t,0.0,0
22201445,80839530,Pollença,39.89855,3.02436,2016-06-30,380.0,Premium,63.333333333333336,Entire home/apt,Entire villa,6,2769.0,True,Global,9,4.56,4.67,4.67,4.33,4.44,4.33,4.22,0.12,f,15960.0,42
22217735,162348423,Artà,39.73471,3.27271,2017-12-12,400.0,Premium,40.0,Entire home/apt,Entire villa,10,1.0,False,Local,41,4.85,4.76,4.8,4.95,4.95,4.93,4.61,0.46,f,24000.0,60
22218796,107383413,Pollença,39.89905,3.02246,2016-12-15,449.0,Luxury,56.125,Entire home/apt,Entire villa,8,10.0,True,Local,18,5.0,4.94,5.0,4.89,5.0,4.78,4.67,0.37,t,21552.0,48
22219755,65726695,Pollença,39.8779,3.05883,2016-04-04,316.0,Premium,52.666666666666664,Entire home/apt,Entire villa,6,451.0,True,Global,0,,,,,,,,,f,0.0,0
22219853,81580920,Alcúdia,39.85622,3.1064,2016-07-04,201.0,Premium,50.25,Entire home/apt,Entire home,4,172.0,True,Mixed,18,4.83,4.61,4.83,4.89,4.83,4.56,4.61,0.21,f,4824.0,24
22220832,9756347,Palma de Mallorca,39.55863,2.59395,2013-11-01,645.0,Luxury,80.625,Entire home/apt,Entire villa,8,2.0,False,Local,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,f,0.0,0
22233093,83915938,Santanyí,39.33063,3.14547,2016-07-15,582.0,Luxury,72.75,Entire home/apt,Entire villa,8,2.0,False,Local,43,4.98,4.98,4.88,4.93,5.0,4.98,4.77,0.48,t,81480.0,140
22236115,142946500,Santa Margalida,39.764984,3.157083,2017-07-28,196.0,Mid-range,32.666666666666664,Entire home/apt,Entire home,6,112.0,True,Global,1,4.0,4.0,4.0,5.0,4.0,5.0,3.0,0.03,f,0.0,0
22241933,65726695,Pollença,39.89702,3.03125,2016-04-04,214.0,Premium,35.666666666666664,Entire home/apt,Entire villa,6,451.0,True,Global,1,3.0,3.0,4.0,2.0,3.0,5.0,2.0,0.04,f,0.0,0
22272266,4985887,Santanyí,39.40251,3.20311,2013-02-06,361.0,Premium,60.166666666666664,Entire home/apt,Entire home,6,114.0,True,Mixed,39,4.9,4.77,4.87,4.87,4.69,4.74,4.77,0.52,f,12996.0,36
22274783,156144596,Selva,39.74585,2.90934,2017-10-25,240.0,Premium,40.0,Entire home/apt,Entire villa,6,238.0,True,Mixed,33,4.67,4.64,4.76,4.82,4.58,4.7,4.45,0.38,f,4320.0,18
22284847,65697804,Capdepera,39.73292,3.42828,2016-04-04,195.0,Mid-range,39.0,Entire home/apt,Entire villa,5,512.0,True,Mixed,18,4.72,4.72,4.56,4.94,4.83,4.67,4.39,0.23,f,3510.0,18
22285164,162869112,Alcúdia,39.83174,3.10744,2017-12-16,98.0,Budget,49.0,Entire home/apt,Entire home,2,1.0,False,Local,43,4.93,4.93,4.88,4.95,5.0,4.84,4.84,0.49,t,6860.0,70
22297181,53525090,Capdepera,39.67257,3.40875,2016-01-06,550.0,Luxury,45.833333333333336,Entire home/apt,Entire cottage,12,6.0,True,Mixed,43,4.72,4.65,4.65,4.98,4.95,4.77,4.65,0.49,f,38500.0,70
22315225,30722635,Pollença,39.91752,3.05314,2015-04-06,90.0,Budget,22.5,Entire home/apt,Entire home,4,1.0,False,Local,124,4.73,4.85,4.81,4.89,4.79,4.84,4.7,1.33,t,14400.0,160
22315448,13894653,Pollença,39.88146,3.015,2014-04-04,211.0,Premium,21.1,Entire home/apt,Entire villa,10,84.0,True,Local,42,4.69,4.71,4.6,4.93,4.9,4.86,4.62,0.46,f,10128.0,48
22350944,86048157,Pollença,39.89174,3.04586,2016-07-26,134.0,Mid-range,26.8,Entire home/apt,Entire villa,5,217.0,True,Mixed,43,4.81,4.81,4.53,4.91,4.79,4.79,4.56,0.55,f,3216.0,24
22354719,70373276,Campos,39.35897,3.0336,2016-05-04,325.0,Premium,54.166666666666664,Entire home/apt,Entire villa,6,3.0,False,Mixed,40,4.98,4.95,4.98,4.88,5.0,4.93,4.93,0.64,t,72800.0,224
22357048,53525090,Capdepera,39.66923,3.4016,2016-01-06,276.0,Premium,69.0,Entire home/apt,Entire cabin,4,6.0,True,Mixed,30,4.77,4.77,4.57,4.7,4.83,4.7,4.43,0.34,f,16560.0,60
22370427,142978193,Llucmajor,39.3661277708516,2.8550038497376136,2017-07-28,9500.0,Ultra Luxury,2375.0,Entire home/apt,Entire villa,4,437.0,True,Global,7,4.29,4.43,4.29,5.0,4.43,4.29,4.0,0.08,f,57000.0,6
22383295,3893191,Sa Pobla,39.78587,3.02085,2012-10-16,298.0,Premium,37.25,Entire home/apt,Entire villa,8,80.0,True,Local,16,4.75,4.88,4.81,4.69,4.63,4.63,4.69,0.2,f,1788.0,6
22383381,156144596,Alcúdia,39.82122,3.1152,2017-10-25,612.0,Luxury,76.5,Entire home/apt,Entire villa,8,238.0,True,Mixed,3,4.33,5.0,5.0,5.0,5.0,4.67,3.33,0.04,f,0.0,0
22385603,142978193,Pollença,39.87404450329935,3.048668057916302,2017-07-28,10000.0,Ultra Luxury,2500.0,Entire home/apt,Entire villa,4,437.0,True,Global,13,4.69,4.85,4.92,5.0,5.0,4.69,4.69,0.15,f,300000.0,30
22392260,122491844,Artà,39.66855,3.34639,2017-03-25,247.0,Premium,41.166666666666664,Entire home/apt,Entire villa,6,288.0,True,Mixed,16,4.19,4.38,3.88,4.13,4.56,4.38,4.13,0.18,f,7410.0,30
22442347,5375154,Felanitx,39.46402,3.19294,2013-03-08,690.0,Luxury,86.25,Entire home/apt,Entire home,8,5.0,True,Global,3,5.0,4.67,4.67,5.0,5.0,4.67,4.33,0.08,f,0.0,0
22448639,148889045,Calvià,39.49748,2.49728,2017-09-03,525.0,Luxury,87.5,Entire home/apt,Entire home,6,2.0,False,Mixed,4,4.75,5.0,4.75,5.0,5.0,4.75,4.25,0.08,f,0.0,0
22460280,37049020,Costitx,39.64907,2.931,2015-06-29,168.0,Mid-range,28.0,Entire home/apt,Entire home,6,14.0,True,Mixed,102,4.81,4.77,4.91,4.81,4.9,4.6,4.65,1.14,f,25536.0,152
22473097,77445756,Alcúdia,39.85722,3.106061,2016-06-13,175.0,Mid-range,21.875,Entire home/apt,Entire home,8,5.0,True,Mixed,31,4.97,4.81,4.74,4.97,5.0,4.77,4.84,0.34,t,12250.0,70
22475664,80636743,Campanet,39.77899,2.95765,2016-06-29,206.0,Premium,34.333333333333336,Entire home/apt,Entire home,6,313.0,True,Mixed,5,5.0,5.0,5.0,4.8,4.8,5.0,4.8,0.06,t,1236.0,6
22477096,17372196,Pollença,39.9121,3.08814,2014-06-28,231.0,Premium,38.5,Entire home/apt,Entire rental unit,6,6.0,True,Mixed,27,4.89,5.0,4.78,4.89,5.0,4.96,4.63,0.35,f,22638.0,98
22513121,40472612,Campos,39.36766,2.93781,2015-08-04,200.0,Mid-range,33.333333333333336,Entire home/apt,Entire chalet,6,2.0,False,Local,34,4.76,4.85,4.79,4.94,4.88,4.53,4.59,0.45,f,9600.0,48
22526236,142978193,Sóller,39.76630051607179,2.70662784576416,2017-07-28,9000.0,Ultra Luxury,1500.0,Entire home/apt,Entire home,6,437.0,True,Global,8,4.5,4.13,4.25,4.63,4.63,4.88,4.0,0.09,f,0.0,0
22526623,165386213,Calvià,39.54119,2.44558,2018-01-02,432.0,Luxury,54.0,Entire home/apt,Entire home,8,34.0,True,Mixed,25,4.84,4.92,4.96,4.92,4.72,4.88,4.8,0.33,f,0.0,0
22544095,142978193,Llucmajor,39.498568453443255,2.8506815462524173,2017-07-28,9000.0,Ultra Luxury,3000.0,Entire home/apt,Entire villa,3,437.0,True,Global,36,4.97,4.97,4.89,4.86,5.0,4.78,4.94,0.47,f,486000.0,54
22557334,102986764,Palma de Mallorca,39.5051,2.75149,2016-11-08,269.0,Premium,44.833333333333336,Entire home/apt,Entire home,6,55.0,True,Mixed,46,4.48,4.63,4.22,4.8,4.61,4.57,4.35,0.5,f,11298.0,42
22558924,165386213,Calvià,39.5265,2.48722,2018-01-02,189.0,Mid-range,31.5,Entire home/apt,Entire home,6,34.0,True,Mixed,21,4.62,4.52,4.9,4.86,4.67,4.57,4.52,0.28,f,2646.0,14
22563922,142978193,Santanyí,39.36473083496094,3.223299980163574,2017-07-28,346.0,Premium,57.666666666666664,Entire home/apt,Entire villa,6,437.0,True,Global,0,,,,,,,,,f,0.0,0
22578406,76875955,Sa Pobla,39.769386,3.026075,2016-06-10,129.0,Mid-range,25.8,Entire home/apt,Entire home,5,401.0,True,Mixed,9,4.56,4.89,4.78,4.78,4.22,4.0,4.67,0.1,f,1548.0,12
22591529,166135684,Llubí,39.719612,2.999759,2018-01-06,473.0,Luxury,39.416666666666664,Entire home/apt,Entire villa,12,1.0,False,Local,66,4.97,4.98,5.0,5.0,5.0,4.76,4.91,0.73,t,56760.0,120
22602675,12430837,Fornalutx,39.77952,2.74011,2014-02-20,599.0,Luxury,99.83333333333333,Entire home/apt,Entire home,6,1.0,False,Local,46,4.96,4.93,4.89,4.89,4.98,4.96,4.72,0.51,t,67088.0,112
22618615,163377739,Escorca,39.840995,2.780644,2017-12-19,137.0,Mid-range,22.833333333333332,Entire home/apt,Entire home,6,115.0,True,Mixed,6,4.17,3.17,3.17,3.5,4.0,4.5,3.5,0.07,f,822.0,6
22618622,163377739,Sineu,39.640344,3.007747,2017-12-19,194.0,Mid-range,38.8,Entire home/apt,Entire home,5,115.0,True,Mixed,2,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.05,f,1164.0,6
22618626,163377739,Alcúdia,39.859296,3.112428,2017-12-19,139.0,Mid-range,27.8,Entire home/apt,Entire home,5,115.0,True,Mixed,20,4.55,4.2,4.4,4.75,4.7,4.5,4.3,0.22,f,5004.0,36
22618629,163377739,Alcúdia,39.824821,3.114452,2017-12-19,369.0,Premium,73.8,Entire home/apt,Entire home,5,115.0,True,Mixed,10,4.5,4.8,4.6,4.8,4.9,4.8,4.4,0.12,f,6642.0,18
22618631,163377739,Alcúdia,39.824813,3.114501,2017-12-19,372.0,Premium,74.4,Entire home/apt,Entire home,5,115.0,True,Mixed,4,4.0,4.5,4.5,4.5,4.0,4.25,4.0,0.08,f,2232.0,6
22618634,163377739,Campanet,39.778988,2.957652,2017-12-19,111.0,Mid-range,18.5,Entire home/apt,Entire home,6,115.0,True,Mixed,3,4.33,4.67,5.0,5.0,4.67,4.33,4.67,0.04,f,0.0,0
22618640,163377739,Selva,39.77928,2.937509,2017-12-19,179.0,Mid-range,29.833333333333332,Entire home/apt,Entire home,6,115.0,True,Mixed,0,,,,,,,,,f,0.0,0
22623267,166535851,Selva,39.76642,2.94669,2018-01-08,187.0,Mid-range,62.333333333333336,Entire home/apt,Entire cottage,3,1.0,False,Local,85,4.81,4.82,4.72,4.93,4.98,4.76,4.65,0.93,t,10472.0,56
22632714,166633515,Palma de Mallorca,39.55435,2.68956,2018-01-08,810.0,Luxury,67.5,Entire home/apt,Entire chalet,12,1.0,False,Local,134,4.99,4.96,4.94,4.99,4.99,4.93,4.92,1.47,t,106920.0,132
22642125,106866016,Lloseta,39.72103,2.86883,2016-12-11,474.0,Luxury,47.4,Entire home/apt,Entire home,10,156.0,True,Mixed,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,f,0.0,0
22643671,11955197,Montuïri,39.58787,2.97566,2014-02-05,225.0,Premium,37.5,Entire home/apt,Entire home,6,13.0,True,Mixed,14,5.0,4.86,5.0,4.93,5.0,4.64,4.93,0.16,t,9450.0,42
22644112,166745995,Pollença,39.91529,3.05584,2018-01-09,326.0,Premium,54.333333333333336,Entire home/apt,Entire home,6,1.0,False,Local,17,4.71,5.0,4.94,4.71,5.0,4.82,4.53,0.19,f,9780.0,30
22644507,38434992,Inca,39.73263,2.91607,2015-07-14,225.0,Premium,56.25,Entire home/apt,Entire home,4,6.0,True,Global,88,4.8,4.84,4.59,4.85,4.93,4.61,4.51,1.18,f,37800.0,168
22646719,3893191,Santa Margalida,39.69263,3.11283,2012-10-16,154.0,Mid-range,38.5,Entire home/apt,Entire villa,4,80.0,True,Local,44,4.95,4.93,4.98,4.98,4.91,4.82,4.84,0.62,f,13860.0,90
22662401,142978193,Esporles,39.66197703482441,2.594832862548856,2017-07-28,9000.0,Ultra Luxury,900.0,Entire home/apt,Entire villa,10,437.0,True,Global,8,4.63,4.63,4.75,5.0,5.0,4.63,4.13,0.09,f,54000.0,6
22662900,166146629,Santanyí,39.33366,3.1706,2018-01-06,260.0,Premium,43.333333333333336,Entire home/apt,Entire home,6,2.0,False,Mixed,42,4.43,4.57,4.12,4.69,4.33,4.71,4.38,0.46,f,20800.0,80
22670604,167032608,Selva,39.7471,2.89342,2018-01-10,190.0,Mid-range,38.0,Entire home/apt,Entire home,5,1.0,False,Local,83,4.71,4.64,4.71,4.87,4.81,4.71,4.6,0.95,t,28500.0,150
22698321,156144596,Selva,39.77435,2.92781,2017-10-25,164.0,Mid-range,41.0,Entire home/apt,Entire villa,4,238.0,True,Mixed,18,4.78,4.72,4.83,4.17,4.61,4.78,4.61,0.21,f,6888.0,42
22698323,156144596,Inca,39.73688,2.94909,2017-10-25,236.0,Premium,39.333333333333336,Entire home/apt,Entire villa,6,238.0,True,Mixed,23,4.7,4.65,4.48,4.74,4.91,4.74,4.61,0.31,f,2832.0,12
22698329,80636743,Alcúdia,39.82575,3.11606,2016-06-29,228.0,Premium,38.0,Entire home/apt,Entire chalet,6,313.0,True,Mixed,8,4.88,4.88,4.63,5.0,4.63,4.88,4.5,0.09,t,4104.0,18
22698739,167366118,Campos,39.42817,3.02049,2018-01-12,124.0,Mid-range,62.0,Entire home/apt,Entire home,2,1.0,False,Local,114,4.98,4.97,4.93,4.99,5.0,4.84,4.92,1.24,t,16864.0,136
22700803,142978193,Santanyí,39.37952,3.2342599999999493,2017-07-28,9000.0,Ultra Luxury,1285.7142857142858,Entire home/apt,Entire villa,7,437.0,True,Global,4,4.75,4.75,5.0,5.0,5.0,4.75,4.5,0.08,f,0.0,0
22702405,117277192,Alaró,39.6861,2.77899,2017-02-20,708.0,Luxury,88.5,Entire home/apt,Entire cottage,8,82.0,True,Mixed,10,4.9,4.8,4.9,4.7,4.7,4.7,4.5,0.13,f,0.0,0
22713007,113528075,Santanyí,39.3359567,3.1360699,2017-01-27,235.0,Premium,58.75,Entire home/apt,Entire home,4,3.0,False,Local,25,5.0,4.96,4.96,5.0,4.96,4.88,4.84,0.94,t,18800.0,80
22722940,96535276,Algaida,39.57895,2.86943,2016-09-24,190.0,Mid-range,47.5,Entire home/apt,Entire home,4,1.0,False,Local,238,4.91,4.92,4.7,4.94,4.92,4.84,4.84,2.55,f,34200.0,180
22756452,80839530,Algaida,39.55589,2.88951,2016-06-30,240.0,Premium,30.0,Entire home/apt,Entire villa,8,2769.0,True,Global,5,4.0,4.4,4.6,3.6,3.8,4.2,4.0,1.07,f,7200.0,30
22762769,80839530,Sant Llorenç des Cardassar,39.60305,3.35305,2016-06-30,720.0,Luxury,80.0,Entire home/apt,Entire villa,9,2769.0,True,Global,0,,,,,,,,,f,0.0,0
